learner_id,employee_id,full_name,email,role,department,region,manager_id,employment_status,role_requires_certification,hire_date,source_system
L00229,E00229,Learner 00229,learner00229@example.com,HR Business Partner,Human Resources,LATAM,M047,Active,True,2024-04-18,HRIS
L00230,E00230,Learner 00230,learner00230@example.com,Implementation Consultant,Professional Services,NA,M066,Active,True,2024-04-03,HRIS
L00231,E00231,Learner 00231,learner00231@example.com,Learning Program Manager,Learning and Development,NA,M061,Active,True,2025-09-29,HRIS
L00232,E00232,Learner 00232,learner00232@example.com,Product Manager,Product,EMEA,M050,Active,True,2022-01-07,HRIS
L00233,E00233,Learner 00233,learner00233@example.com,Support Specialist,Support,APAC,M012,Active,True,2022-05-02,HRIS
L00234,E00234,Learner 00234,learner00234@example.com,Implementation Consultant,Professional Services,APAC,M004,Active,True,2023-10-06,HRIS
L00235,E00235,Learner 00235,learner00235@example.com,Implementation Consultant,Professional Services,NA,M021,Active,True,2022-05-30,HRIS
L00236,E00236,Learner 00236,learner00236@example.com,Implementation Consultant,Professional Services,EMEA,M024,Active,True,2025-01-18,HRIS
L00237,E00237,Learner 00237,learner00237@example.com,Implementation Consultant,Professional Services,NA,M042,Active,True,2022-07-03,HRIS
L00238,E00238,Learner 00238,learner00238@example.com,Learning Program Manager,Learning and Development,NA,M025,Active,True,2025-09-04,HRIS
L00239,E00239,Learner 00239,learner00239@example.com,Learning Program Manager,Learning and Development,EMEA,M022,Inactive,True,2023-05-16,HRIS
L00240,E00240,Learner 00240,learner00240@example.com,Learning Program Manager,Learning and Development,NA,M073,Active,False,2024-12-16,HRIS
L00241,E00241,Learner 00241,learner00241@example.com,HR Business Partner,Human Resources,LATAM,M026,Active,True,2021-12-03,HRIS
L00242,E00242,Learner 00242,learner00242@example.com,Customer Success Manager,Customer Success,APAC,M029,Active,True,2022-02-23,HRIS
L00243,E00243,Learner 00243,learner00243@example.com,Security Analyst,Security,NA,M023,Inactive,True,2025-05-04,HRIS
L00244,E00244,Learner 00244,learner00244@example.com,Product Manager,Product,EMEA,M008,Active,True,2022-12-21,HRIS
L00245,E00245,Learner 00245,learner00245@example.com,Sales Engineer,Sales,LATAM,M030,Active,True,2022-08-12,HRIS
L00246,E00246,Learner 00246,learner00246@example.com,Customer Success Manager,Customer Success,APAC,M006,Active,False,2024-10-12,HRIS
L00247,E00247,Learner 00247,learner00247@example.com,Learning Program Manager,Learning and Development,LATAM,M040,Active,True,2025-03-15,HRIS
L00248,E00248,Learner 00248,learner00248@example.com,Security Analyst,Security,APAC,M049,Active,True,2024-12-02,HRIS
L00249,E00249,Learner 00249,learner00249@example.com,Customer Success Manager,Customer Success,APAC,M079,Inactive,True,2026-01-30,HRIS
L00250,E00250,Learner 00250,learner00250@example.com,HR Business Partner,Human Resources,EMEA,M007,Active,True,2024-07-14,HRIS
L00251,E00251,Learner 00251,learner00251@example.com,Learning Program Manager,Learning and Development,APAC,M022,Active,True,2023-07-06,HRIS
L00252,E00252,Learner 00252,learner00252@example.com,Support Specialist,Support,NA,M023,Active,True,2024-03-03,HRIS
L00253,E00253,Learner 00253,learner00253@example.com,Sales Engineer,Sales,EMEA,M012,Active,False,2022-03-23,HRIS
L00254,E00254,Learner 00254,learner00254@example.com,HR Business Partner,Human Resources,NA,M012,Active,False,2021-12-19,HRIS
L00255,E00255,Learner 00255,learner00255@example.com,Learning Program Manager,Learning and Development,LATAM,M073,Active,False,2022-11-05,HRIS
L00256,E00256,Learner 00256,learner00256@example.com,Customer Success Manager,Customer Success,LATAM,M022,Active,True,2024-05-09,HRIS
L00257,E00257,Learner 00257,learner00257@example.com,Security Analyst,Security,LATAM,M013,Active,True,2023-09-14,HRIS
L00258,E00258,Learner 00258,learner00258@example.com,Learning Program Manager,Learning and Development,EMEA,M050,Active,True,2022-04-09,HRIS
L00259,E00259,Learner 00259,learner00259@example.com,Product Manager,Product,NA,M065,Active,True,2023-08-08,HRIS
L00260,E00260,Learner 00260,learner00260@example.com,HR Business Partner,Human Resources,NA,M071,Active,True,2023-07-25,HRIS
L00261,E00261,Learner 00261,learner00261@example.com,HR Business Partner,Human Resources,LATAM,M013,Active,True,2025-02-05,HRIS
L00262,E00262,Learner 00262,learner00262@example.com,Product Manager,Product,NA,M041,Active,True,2024-04-13,HRIS
L00263,E00263,Learner 00263,learner00263@example.com,Implementation Consultant,Professional Services,LATAM,M064,Active,True,2025-02-06,HRIS
L00264,E00264,Learner 00264,learner00264@example.com,Learning Program Manager,Learning and Development,APAC,M036,Active,True,2022-12-06,HRIS
L00265,E00265,Learner 00265,learner00265@example.com,Support Specialist,Support,NA,M069,Active,True,2021-09-10,HRIS
L00266,E00266,Learner 00266,learner00266@example.com,Learning Program Manager,Learning and Development,APAC,M066,Active,True,2022-05-10,HRIS
L00267,E00267,Learner 00267,learner00267@example.com,Product Manager,Product,LATAM,M071,Active,False,2024-07-01,HRIS
L00268,E00268,Learner 00268,learner00268@example.com,Sales Engineer,Sales,LATAM,M051,Active,False,2024-10-05,HRIS
L00269,E00269,Learner 00269,learner00269@example.com,Security Analyst,Security,LATAM,M066,Active,True,2024-09-19,HRIS
L00270,E00270,Learner 00270,learner00270@example.com,Support Specialist,Support,APAC,M067,Active,True,2022-11-12,HRIS
L00271,E00271,Learner 00271,learner00271@example.com,Customer Success Manager,Customer Success,LATAM,M054,Active,True,2025-03-23,HRIS
L00272,E00272,Learner 00272,learner00272@example.com,Implementation Consultant,Professional Services,LATAM,M071,Active,True,2025-04-05,HRIS
L00273,E00273,Learner 00273,learner00273@example.com,Customer Success Manager,Customer Success,NA,M013,Active,True,2023-04-10,HRIS
L00274,E00274,Learner 00274,learner00274@example.com,Sales Engineer,Sales,EMEA,M043,Active,True,2025-02-13,HRIS
L00275,E00275,Learner 00275,learner00275@example.com,Implementation Consultant,Professional Services,LATAM,M026,Active,True,2023-11-17,HRIS
L00276,E00276,Learner 00276,learner00276@example.com,Sales Engineer,Sales,NA,M066,Active,True,2022-07-24,HRIS
L00277,E00277,Learner 00277,learner00277@example.com,Customer Success Manager,Customer Success,NA,M051,Active,True,2021-08-12,HRIS
L00278,E00278,Learner 00278,learner00278@example.com,Product Manager,Product,APAC,M021,Inactive,False,2025-06-13,HRIS
L00279,E00279,Learner 00279,learner00279@example.com,Sales Engineer,Sales,NA,M069,Active,True,2023-04-21,HRIS
L00280,E00280,Learner 00280,learner00280@example.com,Product Manager,Product,APAC,M070,Active,False,2024-02-28,HRIS
L00281,E00281,Learner 00281,learner00281@example.com,Security Analyst,Security,EMEA,M072,Active,True,2023-03-21,HRIS
L00282,E00282,Learner 00282,learner00282@example.com,Customer Success Manager,Customer Success,LATAM,M079,Active,True,2022-04-07,HRIS
L00283,E00283,Learner 00283,learner00283@example.com,Customer Success Manager,Customer Success,LATAM,M045,Active,True,2024-12-08,HRIS
L00284,E00284,Learner 00284,learner00284@example.com,HR Business Partner,Human Resources,APAC,M056,Active,True,2021-09-19,HRIS
L00285,E00285,Learner 00285,learner00285@example.com,HR Business Partner,Human Resources,APAC,M049,Active,True,2022-12-23,HRIS
L00286,E00286,Learner 00286,learner00286@example.com,Sales Engineer,Sales,EMEA,M061,Active,True,2022-03-13,HRIS
L00287,E00287,Learner 00287,learner00287@example.com,Sales Engineer,Sales,NA,M068,Active,True,2023-08-07,HRIS
L00288,E00288,Learner 00288,learner00288@example.com,Product Manager,Product,EMEA,M068,Active,True,2024-12-20,HRIS
L00289,E00289,Learner 00289,learner00289@example.com,Implementation Consultant,Professional Services,NA,M063,Active,True,2025-03-09,HRIS
L00290,E00290,Learner 00290,learner00290@example.com,Product Manager,Product,NA,M014,Active,True,2021-07-07,HRIS
L00291,E00291,Learner 00291,learner00291@example.com,Support Specialist,Support,LATAM,M015,Active,True,2026-04-13,HRIS
L00292,E00292,Learner 00292,learner00292@example.com,Customer Success Manager,Customer Success,APAC,M005,Active,True,2022-03-08,HRIS
L00293,E00293,Learner 00293,learner00293@example.com,Learning Program Manager,Learning and Development,NA,M027,Active,False,2024-10-23,HRIS
L00294,E00294,Learner 00294,learner00294@example.com,Product Manager,Product,NA,M060,Active,True,2021-09-19,HRIS
L00295,E00295,Learner 00295,learner00295@example.com,Security Analyst,Security,EMEA,M048,Active,True,2022-12-22,HRIS
L00296,E00296,Learner 00296,learner00296@example.com,HR Business Partner,Human Resources,APAC,M026,Active,True,2022-10-14,HRIS
L00297,E00297,Learner 00297,learner00297@example.com,Product Manager,Product,LATAM,M061,Active,True,2025-03-06,HRIS
L00298,E00298,Learner 00298,learner00298@example.com,Sales Engineer,Sales,NA,M066,Active,True,2023-02-17,HRIS
L00299,E00299,Learner 00299,learner00299@example.com,Customer Success Manager,Customer Success,EMEA,M073,Active,False,2021-10-08,HRIS
L00300,E00300,Learner 00300,learner00300@example.com,Customer Success Manager,Customer Success,LATAM,M029,Active,True,2023-01-13,HRIS
L00301,E00301,Learner 00301,learner00301@example.com,Sales Engineer,Sales,NA,M036,Active,True,2022-01-18,HRIS
L00302,E00302,Learner 00302,learner00302@example.com,Customer Success Manager,Customer Success,APAC,M005,Active,True,2025-12-07,HRIS
L00303,E00303,Learner 00303,learner00303@example.com,Customer Success Manager,Customer Success,LATAM,M069,Active,True,2021-06-15,HRIS
L00304,E00304,Learner 00304,learner00304@example.com,HR Business Partner,Human Resources,APAC,M044,Active,True,2024-07-13,HRIS
L00305,E00305,Learner 00305,learner00305@example.com,Customer Success Manager,Customer Success,NA,M065,Active,True,2025-02-09,HRIS
L00306,E00306,Learner 00306,learner00306@example.com,Product Manager,Product,EMEA,M076,Active,True,2025-04-04,HRIS
L00307,E00307,Learner 00307,learner00307@example.com,Customer Success Manager,Customer Success,EMEA,M028,Active,False,2024-09-05,HRIS
L00308,E00308,Learner 00308,learner00308@example.com,Learning Program Manager,Learning and Development,EMEA,M061,Active,True,2023-04-02,HRIS
L00309,E00309,Learner 00309,learner00309@example.com,Customer Success Manager,Customer Success,EMEA,M016,Active,True,2024-08-20,HRIS
L00310,E00310,Learner 00310,learner00310@example.com,Sales Engineer,Sales,APAC,M035,Active,True,2022-05-22,HRIS
L00311,E00311,Learner 00311,learner00311@example.com,Security Analyst,Security,NA,M049,Active,True,2025-03-13,HRIS
L00312,E00312,Learner 00312,learner00312@example.com,Learning Program Manager,Learning and Development,LATAM,M032,Active,True,2023-01-25,HRIS
L00313,E00313,Learner 00313,learner00313@example.com,Customer Success Manager,Customer Success,NA,M064,Active,False,2025-10-26,HRIS
L00314,E00314,Learner 00314,learner00314@example.com,Customer Success Manager,Customer Success,LATAM,M013,Active,True,2025-01-03,HRIS
L00315,E00315,Learner 00315,learner00315@example.com,Sales Engineer,Sales,LATAM,M009,Active,True,2025-08-31,HRIS
L00316,E00316,Learner 00316,learner00316@example.com,Sales Engineer,Sales,NA,M025,Active,True,2022-06-22,HRIS
L00317,E00317,Learner 00317,learner00317@example.com,Implementation Consultant,Professional Services,NA,M050,Active,True,2025-07-04,HRIS
L00318,E00318,Learner 00318,learner00318@example.com,Implementation Consultant,Professional Services,EMEA,M056,Active,False,2025-03-03,HRIS
L00319,E00319,Learner 00319,learner00319@example.com,Implementation Consultant,Professional Services,APAC,M001,Active,True,2025-10-19,HRIS
L00320,E00320,Learner 00320,learner00320@example.com,HR Business Partner,Human Resources,NA,M063,Active,True,2022-04-26,HRIS
L00321,E00321,Learner 00321,learner00321@example.com,Learning Program Manager,Learning and Development,EMEA,M043,Active,True,2024-06-11,HRIS
L00322,E00322,Learner 00322,learner00322@example.com,Support Specialist,Support,APAC,M010,Active,True,2022-10-12,HRIS
L00323,E00323,Learner 00323,learner00323@example.com,Security Analyst,Security,NA,M028,Active,True,2025-11-19,HRIS
L00324,E00324,Learner 00324,learner00324@example.com,Learning Program Manager,Learning and Development,EMEA,M063,Active,True,2021-06-13,HRIS
L00325,E00325,Learner 00325,learner00325@example.com,Support Specialist,Support,LATAM,M070,Active,True,2021-12-26,HRIS
L00326,E00326,Learner 00326,learner00326@example.com,Sales Engineer,Sales,NA,M023,Active,True,2022-11-17,HRIS
L00327,E00327,Learner 00327,learner00327@example.com,Customer Success Manager,Customer Success,NA,M048,Active,True,2022-06-15,HRIS
L00328,E00328,Learner 00328,learner00328@example.com,Product Manager,Product,NA,M038,Active,True,2024-07-02,HRIS
L00329,E00329,Learner 00329,learner00329@example.com,Product Manager,Product,EMEA,M057,Active,True,2022-12-31,HRIS
L00330,E00330,Learner 00330,learner00330@example.com,Implementation Consultant,Professional Services,LATAM,M011,Active,True,2024-09-07,HRIS
L00331,E00331,Learner 00331,learner00331@example.com,Customer Success Manager,Customer Success,EMEA,M009,Inactive,True,2024-09-28,HRIS
L00332,E00332,Learner 00332,learner00332@example.com,Implementation Consultant,Professional Services,NA,M051,Active,True,2025-03-11,HRIS
L00333,E00333,Learner 00333,learner00333@example.com,Learning Program Manager,Learning and Development,EMEA,M071,Active,True,2026-04-24,HRIS
L00334,E00334,Learner 00334,learner00334@example.com,Customer Success Manager,Customer Success,APAC,M080,Active,True,2022-05-23,HRIS
L00335,E00335,Learner 00335,learner00335@example.com,Customer Success Manager,Customer Success,LATAM,M080,Active,True,2025-04-17,HRIS
L00336,E00336,Learner 00336,learner00336@example.com,Support Specialist,Support,APAC,M056,Active,True,2025-11-27,HRIS
L00337,E00337,Learner 00337,learner00337@example.com,HR Business Partner,Human Resources,EMEA,M021,Active,True,2026-04-18,HRIS
L00338,E00338,Learner 00338,learner00338@example.com,Support Specialist,Support,NA,M018,Active,True,2023-11-10,HRIS
L00339,E00339,Learner 00339,learner00339@example.com,Support Specialist,Support,LATAM,M047,Active,True,2022-08-08,HRIS
L00340,E00340,Learner 00340,learner00340@example.com,Security Analyst,Security,NA,M050,Active,True,2023-12-04,HRIS
L00341,E00341,Learner 00341,learner00341@example.com,Support Specialist,Support,NA,M076,Active,True,2024-06-11,HRIS
L00342,E00342,Learner 00342,learner00342@example.com,Learning Program Manager,Learning and Development,NA,M004,Active,True,2022-06-10,HRIS
L00343,E00343,Learner 00343,learner00343@example.com,Support Specialist,Support,APAC,M033,Active,True,2023-08-21,HRIS
L00344,E00344,Learner 00344,learner00344@example.com,Support Specialist,Support,LATAM,M068,Active,True,2024-11-26,HRIS
L00345,E00345,Learner 00345,learner00345@example.com,Product Manager,Product,APAC,M080,Active,True,2022-08-16,HRIS
L00346,E00346,Learner 00346,learner00346@example.com,HR Business Partner,Human Resources,APAC,M002,Active,True,2024-11-14,HRIS
L00347,E00347,Learner 00347,learner00347@example.com,Security Analyst,Security,NA,M079,Active,True,2022-02-05,HRIS
L00348,E00348,Learner 00348,learner00348@example.com,Product Manager,Product,NA,M064,Inactive,True,2022-01-13,HRIS
L00349,E00349,Learner 00349,learner00349@example.com,Customer Success Manager,Customer Success,NA,M080,Inactive,True,2024-09-12,HRIS
L00350,E00350,Learner 00350,learner00350@example.com,Security Analyst,Security,EMEA,M024,Active,True,2021-09-23,HRIS
L00351,E00351,Learner 00351,learner00351@example.com,Security Analyst,Security,LATAM,M003,Active,True,2023-07-10,HRIS
L00352,E00352,Learner 00352,learner00352@example.com,Learning Program Manager,Learning and Development,EMEA,M068,Active,True,2022-07-07,HRIS
L00353,E00353,Learner 00353,learner00353@example.com,Learning Program Manager,Learning and Development,LATAM,M005,Active,True,2025-01-19,HRIS
L00354,E00354,Learner 00354,learner00354@example.com,HR Business Partner,Human Resources,APAC,M037,Active,True,2023-05-30,HRIS
L00355,E00355,Learner 00355,learner00355@example.com,Product Manager,Product,NA,M010,Active,True,2026-04-19,HRIS
L00356,E00356,Learner 00356,learner00356@example.com,Implementation Consultant,Professional Services,APAC,M049,Active,True,2026-02-28,HRIS
L00357,E00357,Learner 00357,learner00357@example.com,Support Specialist,Support,APAC,M054,Active,False,2024-08-17,HRIS
L00358,E00358,Learner 00358,learner00358@example.com,Customer Success Manager,Customer Success,LATAM,M045,Active,False,2024-06-12,HRIS
